"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 15 02:29:48 GMT 2024","Thu Aug 15 02:29:53 GMT 2024","5501","","RegistrationFormTest","","RegistrationFormTest","testSelectHobby","Выбор хобби [3] Music","Этот тест проверяет возможность выбора различных хобби"
"passed","Thu Aug 15 02:30:00 GMT 2024","Thu Aug 15 02:30:03 GMT 2024","2812","","RegistrationFormTest","","RegistrationFormTest","testGenderOption","Тест выбора пола [3] Other","Этот тест проверяет возможность выбора различных опций пола"
"passed","Thu Aug 15 02:28:42 GMT 2024","Thu Aug 15 02:28:55 GMT 2024","12786","","RegistrationFormTest","","RegistrationFormTest","testUploadPicture","Загрузка изображения","Этот тест проверяет возможность загрузки изображения"
"passed","Thu Aug 15 02:30:13 GMT 2024","Thu Aug 15 02:30:16 GMT 2024","2653","","RegistrationFormTest","","RegistrationFormTest","testFirstNameAndLastName","Тест заполнения полей 'Имя' и 'Фамилия'","Этот тест проверяет корректность заполнения полей 'Имя' и 'Фамилия' в форме регистрации."
"passed","Thu Aug 15 02:29:11 GMT 2024","Thu Aug 15 02:29:15 GMT 2024","3426","","RegistrationFormTest","","RegistrationFormTest","testEmail","Тест заполнения поля 'Email'","Этот тест проверяет корректность заполнения поля 'Email' в форме регистрации."
"passed","Thu Aug 15 02:29:57 GMT 2024","Thu Aug 15 02:30:00 GMT 2024","3203","","RegistrationFormTest","","RegistrationFormTest","testGenderOption","Тест выбора пола [2] Female","Этот тест проверяет возможность выбора различных опций пола"
"broken","Thu Aug 15 02:29:17 GMT 2024","Thu Aug 15 02:29:48 GMT 2024","30413","","RegistrationFormTest","","RegistrationFormTest","testSelectHobby","Выбор хобби [2] Reading","Этот тест проверяет возможность выбора различных хобби"
"passed","Thu Aug 15 02:28:55 GMT 2024","Thu Aug 15 02:28:58 GMT 2024","2876","","RegistrationFormTest","","RegistrationFormTest","testPhoneNumber","Тест заполнения поля 'Номер телефона'","Этот тест проверяет корректность заполнения поля 'Номер телефона' в форме регистрации."
"passed","Thu Aug 15 02:30:05 GMT 2024","Thu Aug 15 02:30:08 GMT 2024","3469","","RegistrationFormTest","","RegistrationFormTest","testStateAndCitySelection","Проверка выбора штата и города [1] NCR, Delhi","Этот тест проверяет, что после выбора значения для штата и города они сохраняются корректно"
"passed","Thu Aug 15 02:30:10 GMT 2024","Thu Aug 15 02:30:13 GMT 2024","2728","","RegistrationFormTest","","RegistrationFormTest","testStateAndCitySelection","Проверка выбора штата и города [3] Haryana, Karnal","Этот тест проверяет, что после выбора значения для штата и города они сохраняются корректно"
"passed","Thu Aug 15 02:30:08 GMT 2024","Thu Aug 15 02:30:10 GMT 2024","2481","","RegistrationFormTest","","RegistrationFormTest","testStateAndCitySelection","Проверка выбора штата и города [2] Uttar Pradesh, Agra","Этот тест проверяет, что после выбора значения для штата и города они сохраняются корректно"
"passed","Thu Aug 15 02:28:58 GMT 2024","Thu Aug 15 02:29:05 GMT 2024","7032","","RegistrationFormTest","","RegistrationFormTest","overviewTest","overviewTest()","
    <h2>Тестирование формы регистрации на сайте</h2>
    <p>Этот набор тестов проверяет функциональность формы регистрации, включая:</p>
    <ul>
        <li>Заполнение всех полей формы</li>
        <li>Выбор Имени и Фамилии</li>
        <li>Выбор различных опций (пол, хобби, предметы)</li>
        <li>Загрузку изображения</li>
        <li>Выбор даты рождения</li>
        <li>Выбор штата и города</li>
    </ul>
    "
"passed","Thu Aug 15 02:29:05 GMT 2024","Thu Aug 15 02:29:11 GMT 2024","6099","","RegistrationFormTest","","RegistrationFormTest","testSubjects","Заполнение поля Subjects","Этот тест проверяет корректность заполнения поля 'Subjects'"
"passed","Thu Aug 15 02:29:53 GMT 2024","Thu Aug 15 02:29:57 GMT 2024","3265","","RegistrationFormTest","","RegistrationFormTest","testGenderOption","Тест выбора пола [1] Male","Этот тест проверяет возможность выбора различных опций пола"
"passed","Thu Aug 15 02:29:15 GMT 2024","Thu Aug 15 02:29:17 GMT 2024","2606","","RegistrationFormTest","","RegistrationFormTest","testSelectHobby","Выбор хобби [1] Sports","Этот тест проверяет возможность выбора различных хобби"
"passed","Thu Aug 15 02:30:03 GMT 2024","Thu Aug 15 02:30:04 GMT 2024","1956","","RegistrationFormTest","","RegistrationFormTest","testCurrentAddress","Тест заполнения поля 'Текущий адрес'","Этот тест проверяет корректность заполнения поля 'Текущий адрес' в форме регистрации."
"passed","Thu Aug 15 02:30:16 GMT 2024","Thu Aug 15 02:30:18 GMT 2024","2240","","RegistrationFormTest","","RegistrationFormTest","testSelectAllHobbies","Выбор всех хобби","Этот тест проверяет возможность выбора всех хобби одновременно"
