"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 13 14:47:36 GMT 2024","Tue Aug 13 14:47:45 GMT 2024","9691","","RegistrationFormTest","","RegistrationFormTest","testPhoneNumber","Тест заполнения поля 'Номер телефона'","Этот тест проверяет корректность заполнения поля 'Номер телефона' в форме регистрации."
"passed","Tue Aug 13 14:47:15 GMT 2024","Tue Aug 13 14:47:36 GMT 2024","20907","","RegistrationFormTest","","RegistrationFormTest","testUploadPicture","Загрузка изображения","Этот тест проверяет возможность загрузки изображения"
"passed","Tue Aug 13 14:48:16 GMT 2024","Tue Aug 13 14:48:22 GMT 2024","5846","","RegistrationFormTest","","RegistrationFormTest","testSubjects","Заполнение поля Subjects","Этот тест проверяет корректность заполнения поля 'Subjects'"
"passed","Tue Aug 13 14:48:50 GMT 2024","Tue Aug 13 14:48:57 GMT 2024","7850","","RegistrationFormTest","","RegistrationFormTest","testGenderOption","Тест выбора пола [1] Male","Этот тест проверяет возможность выбора различных опций пола"
"passed","Tue Aug 13 14:48:42 GMT 2024","Tue Aug 13 14:48:50 GMT 2024","7407","","RegistrationFormTest","","RegistrationFormTest","testSelectHobby","Выбор хобби [3] Music","Этот тест проверяет возможность выбора различных хобби"
"passed","Tue Aug 13 14:49:11 GMT 2024","Tue Aug 13 14:49:19 GMT 2024","8319","","RegistrationFormTest","","RegistrationFormTest","testCurrentAddress","Тест заполнения поля 'Текущий адрес'","Этот тест проверяет корректность заполнения поля 'Текущий адрес' в форме регистрации."
"passed","Tue Aug 13 14:49:21 GMT 2024","Tue Aug 13 14:49:24 GMT 2024","2346","","RegistrationFormTest","","RegistrationFormTest","testSelectAllHobbies","Выбор всех хобби","Этот тест проверяет возможность выбора всех хобби одновременно"
"passed","Tue Aug 13 14:48:22 GMT 2024","Tue Aug 13 14:48:24 GMT 2024","2690","","RegistrationFormTest","","RegistrationFormTest","testEmail","Тест заполнения поля 'Email'","Этот тест проверяет корректность заполнения поля 'Email' в форме регистрации."
"passed","Tue Aug 13 14:48:33 GMT 2024","Tue Aug 13 14:48:42 GMT 2024","9046","","RegistrationFormTest","","RegistrationFormTest","testSelectHobby","Выбор хобби [2] Reading","Этот тест проверяет возможность выбора различных хобби"
"passed","Tue Aug 13 14:49:09 GMT 2024","Tue Aug 13 14:49:11 GMT 2024","2586","","RegistrationFormTest","","RegistrationFormTest","testGenderOption","Тест выбора пола [3] Other","Этот тест проверяет возможность выбора различных опций пола"
"passed","Tue Aug 13 14:48:58 GMT 2024","Tue Aug 13 14:49:09 GMT 2024","11068","","RegistrationFormTest","","RegistrationFormTest","testGenderOption","Тест выбора пола [2] Female","Этот тест проверяет возможность выбора различных опций пола"
"passed","Tue Aug 13 14:48:24 GMT 2024","Tue Aug 13 14:48:33 GMT 2024","8858","","RegistrationFormTest","","RegistrationFormTest","testSelectHobby","Выбор хобби [1] Sports","Этот тест проверяет возможность выбора различных хобби"
"passed","Tue Aug 13 14:49:19 GMT 2024","Tue Aug 13 14:49:21 GMT 2024","1950","","RegistrationFormTest","","RegistrationFormTest","testFirstNameAndLastName","Тест заполнения полей 'Имя' и 'Фамилия'","Этот тест проверяет корректность заполнения полей 'Имя' и 'Фамилия' в форме регистрации."
"broken","Tue Aug 13 14:47:45 GMT 2024","Tue Aug 13 14:48:16 GMT 2024","30400","","RegistrationFormTest","","RegistrationFormTest","overviewTest","overviewTest()","
    <h2>Тестирование формы регистрации на сайте</h2>
    <p>Этот набор тестов проверяет функциональность формы регистрации, включая:</p>
    <ul>
        <li>Заполнение всех полей формы</li>
        <li>Выбор Имени и Фамилии</li>
        <li>Выбор различных опций (пол, хобби, предметы)</li>
        <li>Загрузку изображения</li>
        <li>Выбор даты рождения</li>
        <li>Выбор штата и города</li>
    </ul>
    "
